Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_vereda;NOM_VEREDA;Cod_barrio;NOM_BARRIO;tip_empleado;Count of documento
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;56;ALTOS DEL PROGRESO;99;901
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;58;13 DE JUNIO;1;32
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;58;13 DE JUNIO;2;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;58;13 DE JUNIO;3;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;58;13 DE JUNIO;5;37
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;58;13 DE JUNIO;10;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;58;13 DE JUNIO;99;131
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;69;VILLA MERCEDES;5;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;88;CAFÉ MADRID LA 40;1;13
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;88;CAFÉ MADRID LA 40;3;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;88;CAFÉ MADRID LA 40;5;18
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;88;CAFÉ MADRID LA 40;8;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;88;CAFÉ MADRID LA 40;99;64
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;91;TEJADITOS;1;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;91;TEJADITOS;99;24
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;1;51
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;3;9
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;4;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;5;128
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;6;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;7;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;8;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;10;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;94;EL NOGAL 2;99;451
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;108;LIMONCITO MORRORRICO;99;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;229;VILLA SARA;99;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;1;18
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;2;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;3;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;5;29
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;6;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;99;118
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;235;DELICIAS NORTE;1;14
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;235;DELICIAS NORTE;3;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;235;DELICIAS NORTE;5;21
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;235;DELICIAS NORTE;99;77
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;244;VILLA FLOR;1;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;244;VILLA FLOR;99;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;247;LA FORTUNA;1;34
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;247;LA FORTUNA;3;14
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;247;LA FORTUNA;5;98
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;247;LA FORTUNA;10;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;247;LA FORTUNA;99;350
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;281;SAN IGNACIO REAL;1;34
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;281;SAN IGNACIO REAL;3;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;281;SAN IGNACIO REAL;5;79
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;281;SAN IGNACIO REAL;6;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;281;SAN IGNACIO REAL;7;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;281;SAN IGNACIO REAL;8;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;281;SAN IGNACIO REAL;99;302
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;291;CAMINOS DE PAZ;1;19
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;291;CAMINOS DE PAZ;3;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;291;CAMINOS DE PAZ;5;19
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;291;CAMINOS DE PAZ;7;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;291;CAMINOS DE PAZ;8;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;291;CAMINOS DE PAZ;99;105
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;292;LAS TUNAS;99;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;1;107
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;2;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;3;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;4;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;5;139
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;6;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;8;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;10;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;297;TEJAR II;99;585
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;298;TEJAR I;1;70
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;298;TEJAR I;3;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;298;TEJAR I;5;87
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;298;TEJAR I;6;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;298;TEJAR I;10;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;298;TEJAR I;99;435
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;299;OMAGA II;1;53
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;299;OMAGA II;2;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;299;OMAGA II;3;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;299;OMAGA II;5;108
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;299;OMAGA II;6;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;299;OMAGA II;7;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;299;OMAGA II;10;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;299;OMAGA II;99;420
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;301;CERVUNION;1;49
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;301;CERVUNION;2;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;301;CERVUNION;3;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;301;CERVUNION;5;78
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;301;CERVUNION;8;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;301;CERVUNION;9;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;301;CERVUNION;99;256
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;302;ASENTAMIENTO LUZ DE ESPERANZA;1;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;302;ASENTAMIENTO LUZ DE ESPERANZA;3;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;302;ASENTAMIENTO LUZ DE ESPERANZA;5;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;302;ASENTAMIENTO LUZ DE ESPERANZA;99;21
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;305;SAN VALENTÍN;1;65
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;305;SAN VALENTÍN;2;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;305;SAN VALENTÍN;3;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;305;SAN VALENTÍN;5;115
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;305;SAN VALENTÍN;7;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;305;SAN VALENTÍN;8;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;305;SAN VALENTÍN;99;404
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;1;74
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;2;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;3;29
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;5;211
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;6;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;7;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;8;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;10;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;311;ALTOS DE BETANIA;99;905
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;1;232
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;2;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;3;42
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;4;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;5;450
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;6;6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;7;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;8;10
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;10;9
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;99;1851
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;332;BONANZA CAMPESTRE;1;27
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;332;BONANZA CAMPESTRE;3;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;332;BONANZA CAMPESTRE;4;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;332;BONANZA CAMPESTRE;5;106
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;332;BONANZA CAMPESTRE;6;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;332;BONANZA CAMPESTRE;10;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;332;BONANZA CAMPESTRE;99;360
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;335;PUENTE NARIÑO;1;61
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;335;PUENTE NARIÑO;3;13
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;335;PUENTE NARIÑO;5;165
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;335;PUENTE NARIÑO;6;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;335;PUENTE NARIÑO;7;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;335;PUENTE NARIÑO;8;13
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;335;PUENTE NARIÑO;10;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;335;PUENTE NARIÑO;99;785
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;338;CAFE MADRID LA SEXTA;1;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;338;CAFE MADRID LA SEXTA;3;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;338;CAFE MADRID LA SEXTA;5;16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;338;CAFE MADRID LA SEXTA;8;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;338;CAFE MADRID LA SEXTA;99;74
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;342;VILLAS DE SAN IGNACIO;1;53
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;342;VILLAS DE SAN IGNACIO;2;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;342;VILLAS DE SAN IGNACIO;3;18
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;342;VILLAS DE SAN IGNACIO;5;120
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;342;VILLAS DE SAN IGNACIO;6;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;342;VILLAS DE SAN IGNACIO;9;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;342;VILLAS DE SAN IGNACIO;10;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;342;VILLAS DE SAN IGNACIO;99;562
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;346;JARDINES DE ALTAGRACIA;1;18
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;346;JARDINES DE ALTAGRACIA;2;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;346;JARDINES DE ALTAGRACIA;5;29
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;346;JARDINES DE ALTAGRACIA;8;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;346;JARDINES DE ALTAGRACIA;99;87
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;1;67
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;2;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;3;12
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;4;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;5;131
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;7;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;8;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;9;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;10;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;348;PORTAL DE LOS ÁNGELES;99;482
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;1;263
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;2;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;3;49
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;4;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;5;622
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;6;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;7;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;8;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;9;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;10;19
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;350;BETANIA ;99;2187
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;1;55
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;2;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;3;14
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;5;137
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;6;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;7;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;8;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;9;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;10;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;351;CAFÉ MADRID LA ESTACIÓN;99;608
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;1;13
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;2;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;3;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;5;35
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;6;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;9;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;10;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;354;MIRADOR DE COLORADOS;99;105
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;202
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;2;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;3;37
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;5;512
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;6;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;7;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;8;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;9;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;10;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;99;1950
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFÉ MADRID CORRALES;1;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFÉ MADRID CORRALES;3;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFÉ MADRID CORRALES;5;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFÉ MADRID CORRALES;8;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;357;CAFÉ MADRID CORRALES;99;38
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;38
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;2;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;3;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;5;67
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;6;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;7;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;8;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;10;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;99;358
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;361;VILLAS DEL NOGAL;99;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;1;12
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;2;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;3;2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;5;19
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;6;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;366;LOS CEDROS NORTE;99;43
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;1;272
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;2;7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;3;41
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;4;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;5;578
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;6;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;7;8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;8;9
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;9;3
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;10;16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;99;3096
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;1;37
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;3;7
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;5;90
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;7;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;10;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;99;353
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;8;EL ROSAL COLORADOS;99;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;1;84
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;2;5
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;3;7
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;4;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;5;156
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;10;4
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;21;MIRADOR DE LA UIS;99;576
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;1;58
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;2;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;3;6
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;4;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;5;119
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;6;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;8;8
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;10;6
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;37;LOS CUADROS;99;715
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;1;199
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;2;6
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;3;31
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;4;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;5;458
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;6;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;7;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;8;5
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;10;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;44;VILLA HELENA I Y II;99;1735
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;1;93
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;2;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;3;10
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;5;170
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;6;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;8;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;9;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;10;23
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS ÁNGELES;99;726
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MARÍA CÓRDOBA;1;35
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MARÍA CÓRDOBA;2;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MARÍA CÓRDOBA;3;10
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MARÍA CÓRDOBA;5;167
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MARÍA CÓRDOBA;6;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MARÍA CÓRDOBA;8;4
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MARÍA CÓRDOBA;10;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;46;JOSE MARÍA CÓRDOBA;99;556
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;1;3
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;3;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;5;17
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;6;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;10;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;99;54
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;1;35
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;2;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;3;2
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;5;60
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;8;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;10;1
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;99;176
2;0;SIN CORREGIMIENTO;0;SIN VEREDA;51;LIZCANO I Y II;1;63
