Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_vereda;NOM_VEREDA;Cod_barrio;NOM_BARRIO;ind_discap_ninguna;personas
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;85;CAMILO TORRES;2;52
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;86;SANTANDER;1;1804
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;86;SANTANDER;2;195
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;87;DON BOSCO;1;917
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;87;DON BOSCO;2;68
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;89;NAPOLES CURTIEMBRE;1;403
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;89;NAPOLES CURTIEMBRE;2;29
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;90;LA GLORIA;1;813
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;90;LA GLORIA;2;75
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;92;NARIÑO;1;1743
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;92;NARIÑO;2;154
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;93;PIO XII;1;278
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;93;PIO XII;2;21
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;98;SAN FRANCISCO;1;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARCÓN;1;19
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARCÓN;2;3
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;119;GALÁN;1;16
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;119;GALÁN;2;16
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;130;CENTRO;1;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;131;ANTONIA SANTOS CENTRO;1;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;136;SOTOMAYOR;1;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;141;GARCÍA ROVIRA;1;24
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;141;GARCÍA ROVIRA;2;2
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;142;ALFONSO LÓPEZ;1;3
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;142;ALFONSO LÓPEZ;2;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;145;CAMPO HERMOSO;2;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;154;EL PANTANO II;1;38
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;154;EL PANTANO II;2;11
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;193;NUEVA GRANADA;1;58
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;193;NUEVA GRANADA;2;9
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;1;26
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;2;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;1;15
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;2;2
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;278;12 DE OCTUBRE;1;1119
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;278;12 DE OCTUBRE;2;111
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;279;DIVINO NIÑO CENTRO ;1;451
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;279;DIVINO NIÑO CENTRO ;2;32
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;280;RESERVA DE LA INMACULADA;1;1396
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;280;RESERVA DE LA INMACULADA;2;121
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;307;MILAGRO DE DIOS;1;748
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;307;MILAGRO DE DIOS;2;60
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;325;MARÍA AUXILIADORA;1;107
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;325;MARÍA AUXILIADORA;2;18
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;333;23 DE JUNIO;1;537
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;333;23 DE JUNIO;2;59
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;345;PASEO DE LA FERIA;1;1239
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;345;PASEO DE LA FERIA;2;113
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;356;BAVARIA;1;6
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;359;GETSEMANI;1;1
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;365;VILLAS DE GIRARDOT;1;1887
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;365;VILLAS DE GIRARDOT;2;162
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;368;URBANIZACIÓN LA INMACULADA;1;2203
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;368;URBANIZACIÓN LA INMACULADA;2;213
4;0;SIN CORREGIMIENTO;0;SIN VEREDA;999999;BARRIO_S4;1;1
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;17;RINCÓN DE LA PAZ;1;879
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;17;RINCÓN DE LA PAZ;2;67
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;82;GIRARDOT;1;2
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;141;GARCÍA ROVIRA;1;62
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;141;GARCÍA ROVIRA;2;2
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;142;ALFONSO LÓPEZ;1;3000
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;142;ALFONSO LÓPEZ;2;340
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;143;LA JOYA;1;1849
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;143;LA JOYA;2;177
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;144;CHORRERAS DE DON JUAN;1;585
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;144;CHORRERAS DE DON JUAN;2;75
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;145;CAMPO HERMOSO;1;6254
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;145;CAMPO HERMOSO;2;622
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;146;LA ESMERALDA;1;316
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;146;LA ESMERALDA;2;18
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;149;PRIMERO DE MAYO;1;816
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;149;PRIMERO DE MAYO;2;81
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;150;VILLAS DEL ROMERO;1;1
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;151;LA ESTRELLA;1;3
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;152;QUINTA ESTRELLA;1;513
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;152;QUINTA ESTRELLA;2;41
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;153;EL PANTANO I;1;260
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;153;EL PANTANO I;2;18
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;154;EL PANTANO II;1;531
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;154;EL PANTANO II;2;25
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;155;EL PANTANO III;1;296
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;155;EL PANTANO III;2;17
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;168;FUNDADORES I Y II;2;1
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;173;ESTORAQUES;1;1527
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;173;ESTORAQUES;2;127
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;175;PUNTA ESTRELLA;1;17
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;175;PUNTA ESTRELLA;2;2
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;192;LA SALLE;1;4
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;192;LA SALLE;2;1
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;285;URBANIZACIÓN LOS BUCAROS;1;36
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;285;URBANIZACIÓN LOS BUCAROS;2;2
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;296;LA PARCELA;2;1
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;301;CERVUNION;1;1
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;1;2
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;329;VILLA DEL PRADO;1;139
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;329;VILLA DEL PRADO;2;7
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;336;12 DE FEBRERO;1;13
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;336;12 DE FEBRERO;2;1
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;1;2
5;0;SIN CORREGIMIENTO;0;SIN VEREDA;370;CAMPO MADRID;2;1
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARCÓN;1;3
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;130;CENTRO;1;6
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;135;LA CONCORDIA;1;639
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;135;LA CONCORDIA;2;91
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;137;NUEVO SOTOMAYOR;1;5
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;144;CHORRERAS DE DON JUAN;1;100
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;144;CHORRERAS DE DON JUAN;2;23
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;145;CAMPO HERMOSO;1;5
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;156;CANDILES;1;566
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;156;CANDILES;2;35
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;157;SAN MIGUEL;1;987
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;157;SAN MIGUEL;2;103
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;158;GOMEZ NIÑO;1;28
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;158;GOMEZ NIÑO;2;16
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;159;RICAURTE;1;534
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;159;RICAURTE;2;67
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;160;LA CEIBA;1;15
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;160;LA CEIBA;2;3
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;162;CIUDADELA REAL DE MINAS ;2;1
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;180;CANELOS;1;5
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;180;CANELOS;2;1
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;191;LA VICTORIA;1;41
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;191;LA VICTORIA;2;13
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;194;CORDONCILLO I;1;8
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;194;CORDONCILLO I;2;1
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;195;PABLO VI;1;9
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;195;PABLO VI;2;3
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;274;BOLÍVAR;1;1
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;286;MACAREGUA;1;2
6;0;SIN CORREGIMIENTO;0;SIN VEREDA;308;LA CUÑITA;1;1
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;131;ANTONIA SANTOS CENTRO;1;2
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;158;GOMEZ NIÑO;1;5
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;159;RICAURTE;1;2
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;162;CIUDADELA REAL DE MINAS ;1;59
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;162;CIUDADELA REAL DE MINAS ;2;9
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;163;BALCONCITOS;1;446
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;163;BALCONCITOS;2;35
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;164;MUTIS;1;6
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;164;MUTIS;2;1
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;171;CIUDAD BOLIVAR;1;92
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;171;CIUDAD BOLIVAR;2;7
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;177;LOS ALMENDROS;1;12
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;177;LOS ALMENDROS;2;1
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;178;SAN GERARDO I Y II;1;44
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;178;SAN GERARDO I Y II;2;4
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;180;CANELOS;1;1
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;180;CANELOS;2;1
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;182;BUCARAMANGA;1;16
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;182;BUCARAMANGA;2;2
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;184;LAURELES;1;1
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;187;LOS NARANJOS;1;8
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;187;LOS NARANJOS;2;2
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;189;SAMANES;1;5
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;189;SAMANES;2;1
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;273;BALCONES DE GRATAMIRA;1;8
7;0;SIN CORREGIMIENTO;0;SIN VEREDA;286;MACAREGUA;1;1
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;12;CAFÉ MADRID EL TÚNEL;1;2
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;18;5 DE ENERO;1;2
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;35;MINUTO DE DIOS;1;3
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;115;BUENAVISTA;1;3
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;160;LA CEIBA;1;4
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;178;SAN GERARDO I Y II;1;1850
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;178;SAN GERARDO I Y II;2;155
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;179;COLOMBIA;1;263
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;179;COLOMBIA;2;24
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;180;CANELOS;1;1107
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;180;CANELOS;2;101
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;181;MANZANA 10;1;254
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;181;MANZANA 10;2;23
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;182;BUCARAMANGA;1;3407
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;182;BUCARAMANGA;2;276
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;183;PEÑÓN DEL VALLE;1;4
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;183;PEÑÓN DEL VALLE;2;1
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;184;LAURELES;1;436
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;184;LAURELES;2;21
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;185;CORDONCILLO II;1;289
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;185;CORDONCILLO II;2;16
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;191;LA VICTORIA;1;6
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;191;LA VICTORIA;2;1
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;194;CORDONCILLO I;1;762
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;194;CORDONCILLO I;2;76
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;195;PABLO VI;1;1988
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;195;PABLO VI;2;243
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;196;AFRIKA;1;243
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;196;AFRIKA;2;18
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;197;20 DE JULIO;1;88
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;197;20 DE JULIO;2;9
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;198;EL FONCE;1;8
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;199;JUAN XXIII;1;1163
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;199;JUAN XXIII;2;84
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;281;SAN IGNACIO REAL;1;4
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;333;23 DE JUNIO;1;2
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;333;23 DE JUNIO;2;1
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;349;JUAN XXIII CANCHA LA GUACAMAYA;1;56
8;0;SIN CORREGIMIENTO;0;SIN VEREDA;349;JUAN XXIII CANCHA LA GUACAMAYA;2;2
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;192;LA SALLE;1;8
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;192;LA SALLE;2;3
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;193;NUEVA GRANADA;1;349
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;193;NUEVA GRANADA;2;34
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;200;ANTONIA SANTOS SUR;1;75
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;200;ANTONIA SANTOS SUR;2;35
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;201;QUEBRADA LA IGLESIA;1;368
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;201;QUEBRADA LA IGLESIA;2;48
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;202;SAN PEDRO;1;656
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;202;SAN PEDRO;2;50
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;203;SAN MARTÍN;1;1533
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;203;SAN MARTÍN;2;153
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;204;EL SOL I Y II;1;650
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;204;EL SOL I Y II;2;37
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;205;GUAYACANES;1;5
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;205;GUAYACANES;2;1
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;207;LA PEDREGOSA;1;179
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;207;LA PEDREGOSA;2;8
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;208;DIAMANTE I;1;59
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;208;DIAMANTE I;2;6
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;209;LAS CASITAS;1;259
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;209;LAS CASITAS;2;20
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;210;VILLA INES;1;13
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;210;VILLA INES;2;1
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;211;ASTURIAS;1;4
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;213;LA LIBERTAD;1;162
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;213;LA LIBERTAD;2;19
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRÁN ;1;3
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRÁN ;2;1
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;288;PORTOFINO;1;1
9;0;SIN CORREGIMIENTO;0;SIN VEREDA;316;MIRADOR DE SAN LORENZO;1;5
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;1;3
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;182;BUCARAMANGA;1;3
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;220;DIAMANTE II;1;33
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;220;DIAMANTE II;2;10
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;221;SAN LUIS;1;27
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;221;SAN LUIS;2;9
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;222;PROVENZA;1;45
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;222;PROVENZA;2;12
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;225;EL CRISTAL;1;3361
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;225;EL CRISTAL;2;246
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;226;GRANJAS DE PROVENZA;1;1167
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;226;GRANJAS DE PROVENZA;2;64
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;227;GRANJAS DE JULIO RINCÓN;1;1
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;228;EL ROCIO;2;1
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACIÓN BAJO		";1;114
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACIÓN BAJO		";2;6
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;234;DELICIAS ALTAS Y BAJAS SUR;1;4
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;243;CIUDAD VENECIA ;1;4
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;243;CIUDAD VENECIA ;2;1
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;284;FONTANA;1;12
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;317;NUEVA FONTANA;1;4
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;317;NUEVA FONTANA;2;4
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;326;VIVEROS DE PROVENZA;1;444
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;326;VIVEROS DE PROVENZA;2;19
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;327;LUZ DE SALVACIÓN ALTO;1;1956
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;327;LUZ DE SALVACIÓN ALTO;2;160
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;1;1288
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;2;73
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;9;LAS DELICIAS;1;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;12;CAFÉ MADRID EL TÚNEL;1;5
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;142;ALFONSO LÓPEZ;1;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;174;EL BUENO;1;6
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;174;EL BUENO;2;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;194;CORDONCILLO I;1;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;222;PROVENZA;1;4
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;223;PORVENIR BAJO;1;30
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;223;PORVENIR BAJO;2;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;225;EL CRISTAL;1;2
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;226;GRANJAS DE PROVENZA;1;19
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;226;GRANJAS DE PROVENZA;2;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;227;GRANJAS DE JULIO RINCÓN;1;679
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;227;GRANJAS DE JULIO RINCÓN;2;36
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;228;EL ROCIO;1;720
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;228;EL ROCIO;2;93
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;229;VILLA SARA;1;14
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;229;VILLA SARA;2;7
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;1;22
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;2;2
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;231;TOLEDO PLATA ;1;613
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;231;TOLEDO PLATA ;2;59
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;1;468
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;2;36
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACIÓN BAJO		";1;700
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACIÓN BAJO		";2;56
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;234;DELICIAS ALTAS Y BAJAS SUR;1;121
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;234;DELICIAS ALTAS Y BAJAS SUR;2;12
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;236;VILLA CANDADO;1;59
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;236;VILLA CANDADO;2;4
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;237;MALPASO;1;315
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;237;MALPASO;2;42
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;238;EL PORVENIR;1;228
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;238;EL PORVENIR;2;71
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRÁN ;1;1255
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRÁN ;2;155
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;1;164
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;2;22
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;241;SANTAMARÍA;1;890
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;241;SANTAMARÍA;2;102
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;242;COAVICONSA;1;51
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;242;COAVICONSA;2;13
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;243;CIUDAD VENECIA ;1;413
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;243;CIUDAD VENECIA ;2;32
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;244;VILLA FLOR;1;35
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;244;VILLA FLOR;2;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;290;LOS CONQUISTADORES;1;861
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;290;LOS CONQUISTADORES;2;38
